authored_date,committed_date,before_or_after,id_issue
2020-11-26T16:57:48Z,2020-11-26T17:18:51Z,after,732267627
2020-11-26T16:09:30Z,2020-11-26T17:18:44Z,after,732267627
2020-11-26T14:38:54Z,2020-11-26T17:18:44Z,after,732267627
2020-11-26T14:07:26Z,2020-11-26T17:18:44Z,after,732267627
2020-11-26T13:44:21Z,2020-11-26T17:18:44Z,after,732267627
2020-11-26T13:27:26Z,2020-11-26T17:18:43Z,after,732267627
2020-11-26T04:10:53Z,2020-11-26T17:18:43Z,after,732267627
2020-11-26T02:55:57Z,2020-11-26T17:18:43Z,after,732267627
2020-11-26T02:55:46Z,2020-11-26T17:18:43Z,after,732267627
2020-11-26T02:55:35Z,2020-11-26T17:18:42Z,after,732267627
2020-11-26T02:54:54Z,2020-11-26T17:18:42Z,after,732267627
2020-11-26T01:40:53Z,2020-11-26T17:18:42Z,after,732267627
2020-11-25T23:04:04Z,2020-11-26T17:18:42Z,after,732267627
2020-11-25T21:29:43Z,2020-11-26T17:18:42Z,after,732267627
2020-11-25T21:23:22Z,2020-11-26T17:18:41Z,after,732267627
2020-11-25T21:10:00Z,2020-11-26T17:18:41Z,after,732267627
2020-11-25T21:37:52Z,2020-11-26T17:18:41Z,after,732267627
2020-11-25T21:13:20Z,2020-11-26T17:18:41Z,after,732267627
2020-11-25T20:34:26Z,2020-11-26T17:18:41Z,after,732267627
2020-11-25T19:35:17Z,2020-11-26T17:18:40Z,after,732267627
2020-11-25T18:38:51Z,2020-11-26T17:18:40Z,after,732267627
2020-11-25T17:57:56Z,2020-11-26T17:18:40Z,after,732267627
2020-11-25T17:41:49Z,2020-11-26T17:18:40Z,after,732267627
2020-11-25T17:38:28Z,2020-11-26T17:18:40Z,after,732267627
2020-11-25T15:25:33Z,2020-11-26T17:18:39Z,after,732267627
2020-11-25T14:49:39Z,2020-11-26T17:18:39Z,after,732267627
2020-11-25T14:14:26Z,2020-11-26T17:18:39Z,after,732267627
2020-11-25T14:14:03Z,2020-11-26T17:18:39Z,after,732267627
2020-11-25T13:46:06Z,2020-11-26T17:18:38Z,after,732267627
2020-11-24T20:24:35Z,2020-11-26T17:18:38Z,after,732267627
2020-11-24T20:08:25Z,2020-11-26T17:18:38Z,after,732267627
2020-11-24T18:06:16Z,2020-11-26T17:18:38Z,after,732267627
2020-11-24T16:50:28Z,2020-11-26T17:18:38Z,after,732267627
2020-11-24T16:48:46Z,2020-11-26T17:18:37Z,after,732267627
2020-11-24T16:14:11Z,2020-11-26T17:18:37Z,after,732267627
2020-11-24T15:23:38Z,2020-11-26T17:18:37Z,after,732267627
2020-11-24T15:19:18Z,2020-11-26T17:18:37Z,after,732267627
2020-11-24T15:19:01Z,2020-11-26T17:18:37Z,after,732267627
2020-11-24T15:18:40Z,2020-11-26T17:18:36Z,after,732267627
2020-11-24T15:17:32Z,2020-11-26T17:18:36Z,after,732267627
2020-11-24T15:16:23Z,2020-11-26T17:18:36Z,after,732267627
2020-11-24T15:15:11Z,2020-11-26T17:18:36Z,after,732267627
2020-11-24T15:14:48Z,2020-11-26T17:18:36Z,after,732267627
2020-11-24T15:14:23Z,2020-11-26T17:18:35Z,after,732267627
2020-11-23T22:06:17Z,2020-11-26T17:18:35Z,after,732267627
2020-11-23T19:57:33Z,2020-11-26T17:18:35Z,after,732267627
2020-11-23T18:18:05Z,2020-11-26T17:18:35Z,after,732267627
2020-11-22T20:31:49Z,2020-11-26T17:18:34Z,after,732267627
2020-11-21T01:14:51Z,2020-11-26T17:18:34Z,after,732267627
2020-11-20T20:06:24Z,2020-11-26T17:18:34Z,after,732267627
2020-11-20T02:02:54Z,2020-11-26T17:18:34Z,after,732267627
2020-11-20T02:02:30Z,2020-11-26T17:18:33Z,after,732267627
2020-11-20T02:02:12Z,2020-11-26T17:18:33Z,after,732267627
2020-11-20T01:34:53Z,2020-11-26T17:18:33Z,after,732267627
2020-11-20T00:17:58Z,2020-11-26T17:18:33Z,after,732267627
2020-11-19T23:15:16Z,2020-11-26T17:18:33Z,after,732267627
2020-11-19T23:08:47Z,2020-11-26T17:18:32Z,after,732267627
2020-11-19T22:35:42Z,2020-11-26T17:18:32Z,after,732267627
2020-11-19T22:35:33Z,2020-11-26T17:18:32Z,after,732267627
2020-11-19T22:35:00Z,2020-11-26T17:18:32Z,after,732267627
2020-11-19T22:34:35Z,2020-11-26T17:18:32Z,after,732267627
2020-11-19T22:34:07Z,2020-11-26T17:18:31Z,after,732267627
2020-11-19T22:33:19Z,2020-11-26T17:18:31Z,after,732267627
2020-11-19T22:33:08Z,2020-11-26T17:18:31Z,after,732267627
2020-11-19T22:32:33Z,2020-11-26T17:18:31Z,after,732267627
2020-11-19T22:32:08Z,2020-11-26T17:18:31Z,after,732267627
2020-11-19T22:30:59Z,2020-11-26T17:18:30Z,after,732267627
2020-11-19T16:05:12Z,2020-11-26T17:18:30Z,after,732267627
2020-11-18T20:14:00Z,2020-11-26T17:18:30Z,after,732267627
2020-11-26T16:51:26Z,2020-11-26T16:51:26Z,after,732267627
2020-11-26T14:23:39Z,2020-11-26T14:24:18Z,after,732267627
2020-11-25T07:19:39Z,2020-11-25T16:00:38Z,after,732267627
2020-11-24T21:19:29Z,2020-11-24T21:19:29Z,after,732267627
2020-11-23T16:01:12Z,2020-11-24T15:46:41Z,after,732267627
2020-11-24T01:27:57Z,2020-11-24T13:31:42Z,after,732267627
2020-11-24T02:20:49Z,2020-11-24T02:20:49Z,after,732267627
2020-11-23T21:50:32Z,2020-11-23T21:52:34Z,after,732267627
2020-11-23T21:16:57Z,2020-11-23T21:17:15Z,after,732267627
2020-11-20T22:25:41Z,2020-11-23T21:17:15Z,after,732267627
2020-11-23T21:04:20Z,2020-11-23T21:17:15Z,after,732267627
2020-11-23T21:00:22Z,2020-11-23T21:17:14Z,after,732267627
2020-11-21T16:16:00Z,2020-11-21T16:16:00Z,after,732267627
2020-11-21T16:12:20Z,2020-11-21T16:12:20Z,after,732267627
2020-11-20T21:35:04Z,2020-11-20T22:23:59Z,after,732267627
2020-11-19T19:27:27Z,2020-11-19T19:27:27Z,after,732267627
2020-11-19T15:23:55Z,2020-11-19T15:24:02Z,after,732267627
2020-11-19T14:55:09Z,2020-11-19T14:55:24Z,after,732267627
2020-11-19T03:13:45Z,2020-11-19T03:13:45Z,after,732267627
2020-11-19T00:07:33Z,2020-11-19T00:07:33Z,after,732267627
2020-11-18T23:45:39Z,2020-11-18T23:45:59Z,after,732267627
2020-11-18T20:06:19Z,2020-11-18T20:06:19Z,after,732267627
2020-11-18T19:28:06Z,2020-11-18T19:28:20Z,after,732267627
2020-11-18T19:13:59Z,2020-11-18T19:13:59Z,after,732267627
2020-11-18T18:47:08Z,2020-11-18T18:47:08Z,after,732267627
2020-11-18T18:25:40Z,2020-11-18T18:27:34Z,after,732267627
2020-11-18T18:22:29Z,2020-11-18T18:22:29Z,after,732267627
2020-11-18T18:13:57Z,2020-11-18T18:18:44Z,after,732267627
2020-11-18T18:11:41Z,2020-11-18T18:18:41Z,after,732267627
2020-11-18T18:10:53Z,2020-11-18T18:15:11Z,after,732267627
2020-11-18T18:05:05Z,2020-11-18T18:05:05Z,after,732267627
2020-11-18T18:02:31Z,2020-11-18T18:02:50Z,after,732267627
2020-11-18T17:42:47Z,2020-11-18T17:43:17Z,after,732267627
2020-11-18T17:41:28Z,2020-11-18T17:43:17Z,after,732267627
2020-11-18T17:28:39Z,2020-11-18T17:32:56Z,after,732267627
2020-11-18T16:51:25Z,2020-11-18T16:51:40Z,after,732267627
2020-11-17T20:55:38Z,2020-11-18T16:51:40Z,after,732267627
2020-11-18T14:28:54Z,2020-11-18T14:28:54Z,after,732267627
2020-11-18T01:25:38Z,2020-11-18T01:25:38Z,after,732267627
2020-11-18T01:19:30Z,2020-11-18T01:19:30Z,after,732267627
2020-11-18T00:31:23Z,2020-11-18T00:31:23Z,after,732267627
2020-11-18T00:31:07Z,2020-11-18T00:31:13Z,after,732267627
2020-11-17T22:19:40Z,2020-11-17T22:19:40Z,after,732267627
2020-11-17T21:03:38Z,2020-11-17T22:11:25Z,after,732267627
2020-11-17T20:10:27Z,2020-11-17T22:09:15Z,after,732267627
2020-11-17T20:37:40Z,2020-11-17T20:37:40Z,after,732267627
2020-11-17T20:37:22Z,2020-11-17T20:37:22Z,after,732267627
2020-11-15T15:11:44Z,2020-11-17T20:22:53Z,after,732267627
2020-11-17T19:37:34Z,2020-11-17T19:37:34Z,after,732267627
2020-11-17T19:31:28Z,2020-11-17T19:31:37Z,after,732267627
2020-11-17T19:30:47Z,2020-11-17T19:31:37Z,after,732267627
2020-11-17T18:56:33Z,2020-11-17T18:56:33Z,after,732267627
2020-11-17T01:49:20Z,2020-11-17T01:49:20Z,after,732267627
2020-11-16T17:04:14Z,2020-11-16T17:04:14Z,after,732267627
2020-11-16T14:50:17Z,2020-11-16T14:50:17Z,after,732267627
2020-11-15T18:06:19Z,2020-11-15T18:06:19Z,after,732267627
2020-11-15T17:58:59Z,2020-11-15T17:58:59Z,after,732267627
2020-11-15T16:57:06Z,2020-11-15T16:57:06Z,after,732267627
2020-11-15T16:49:00Z,2020-11-15T16:49:00Z,after,732267627
2020-11-15T16:13:58Z,2020-11-15T16:13:58Z,after,732267627
2020-11-15T16:09:17Z,2020-11-15T16:09:17Z,after,732267627
2020-11-15T16:08:08Z,2020-11-15T16:08:08Z,after,732267627
2020-11-15T16:02:29Z,2020-11-15T16:02:29Z,after,732267627
2020-11-15T15:55:38Z,2020-11-15T15:55:38Z,after,732267627
2020-11-15T15:53:30Z,2020-11-15T15:53:30Z,after,732267627
2020-11-15T15:53:15Z,2020-11-15T15:53:15Z,after,732267627
2020-11-15T15:43:27Z,2020-11-15T15:43:27Z,after,732267627
2020-11-15T15:43:16Z,2020-11-15T15:43:16Z,after,732267627
2020-11-15T15:42:05Z,2020-11-15T15:42:05Z,after,732267627
2020-11-14T20:41:05Z,2020-11-14T20:41:05Z,after,732267627
2020-11-14T19:50:06Z,2020-11-14T19:50:06Z,after,732267627
2020-11-14T19:32:25Z,2020-11-14T19:42:56Z,after,732267627
2020-11-14T17:46:10Z,2020-11-14T17:46:10Z,after,732267627
2020-11-14T17:32:28Z,2020-11-14T17:32:28Z,after,732267627
2020-11-14T14:40:06Z,2020-11-14T14:40:06Z,after,732267627
2020-11-14T13:49:52Z,2020-11-14T13:49:52Z,after,732267627
2020-11-14T13:24:12Z,2020-11-14T13:24:12Z,after,732267627
2020-11-14T13:12:06Z,2020-11-14T13:12:24Z,after,732267627
2020-11-14T13:08:16Z,2020-11-14T13:12:23Z,after,732267627
2020-11-14T13:05:15Z,2020-11-14T13:12:23Z,after,732267627
2020-11-14T13:04:19Z,2020-11-14T13:12:23Z,after,732267627
2020-11-14T00:59:57Z,2020-11-14T00:59:57Z,after,732267627
2020-11-14T00:57:08Z,2020-11-14T00:57:28Z,after,732267627
2020-11-14T00:45:57Z,2020-11-14T00:45:57Z,after,732267627
2020-11-14T00:29:04Z,2020-11-14T00:29:04Z,after,732267627
2020-11-13T23:38:01Z,2020-11-13T23:38:01Z,after,732267627
2020-11-13T22:59:45Z,2020-11-13T22:59:45Z,after,732267627
2020-11-13T22:59:27Z,2020-11-13T22:59:27Z,after,732267627
2020-11-13T22:20:51Z,2020-11-13T22:20:51Z,after,732267627
2020-11-13T22:12:56Z,2020-11-13T22:12:56Z,after,732267627
2020-11-13T22:12:49Z,2020-11-13T22:12:49Z,after,732267627
2020-11-13T22:12:09Z,2020-11-13T22:12:09Z,after,732267627
2020-11-13T22:12:01Z,2020-11-13T22:12:01Z,after,732267627
2020-11-13T22:09:07Z,2020-11-13T22:09:07Z,after,732267627
2020-11-13T22:06:59Z,2020-11-13T22:07:08Z,after,732267627
2020-11-13T21:00:56Z,2020-11-13T21:01:06Z,after,732267627
2020-11-13T19:39:28Z,2020-11-13T19:39:32Z,after,732267627
2020-11-13T18:09:44Z,2020-11-13T18:55:35Z,after,732267627
2020-11-13T17:50:44Z,2020-11-13T18:55:35Z,after,732267627
2020-11-13T17:38:24Z,2020-11-13T18:55:34Z,after,732267627
2020-11-13T16:07:46Z,2020-11-13T18:55:34Z,after,732267627
2020-11-13T16:05:12Z,2020-11-13T18:55:33Z,after,732267627
2020-11-13T16:01:19Z,2020-11-13T18:55:33Z,after,732267627
2020-11-12T20:46:07Z,2020-11-13T18:55:32Z,after,732267627
2020-11-12T20:38:15Z,2020-11-13T18:55:32Z,after,732267627
2020-11-12T20:27:20Z,2020-11-13T18:55:32Z,after,732267627
2020-11-12T20:23:16Z,2020-11-13T18:55:31Z,after,732267627
2020-11-12T20:17:25Z,2020-11-13T18:55:31Z,after,732267627
2020-11-13T18:39:10Z,2020-11-13T18:39:10Z,after,732267627
2020-11-13T18:13:46Z,2020-11-13T18:13:46Z,after,732267627
2020-11-13T18:10:37Z,2020-11-13T18:10:37Z,after,732267627
2020-11-13T17:44:05Z,2020-11-13T18:01:08Z,after,732267627
2020-11-13T16:15:01Z,2020-11-13T16:40:50Z,after,732267627
2020-11-13T15:31:41Z,2020-11-13T15:31:41Z,after,732267627
2020-11-13T15:27:26Z,2020-11-13T15:27:26Z,after,732267627
2020-11-13T15:22:18Z,2020-11-13T15:22:18Z,after,732267627
2020-11-13T00:22:30Z,2020-11-13T00:22:30Z,after,732267627
2020-11-13T00:16:19Z,2020-11-13T00:16:19Z,after,732267627
2020-11-13T00:09:35Z,2020-11-13T00:09:35Z,after,732267627
2020-11-13T00:08:06Z,2020-11-13T00:08:06Z,after,732267627
2020-11-12T23:29:00Z,2020-11-12T23:29:00Z,after,732267627
2020-11-12T23:25:54Z,2020-11-12T23:25:54Z,after,732267627
2020-11-12T23:17:01Z,2020-11-12T23:17:01Z,after,732267627
2020-11-12T22:46:02Z,2020-11-12T22:46:02Z,after,732267627
2020-11-12T22:43:00Z,2020-11-12T22:43:00Z,after,732267627
2020-11-12T22:36:31Z,2020-11-12T22:36:31Z,after,732267627
2020-11-12T20:25:57Z,2020-11-12T20:25:57Z,after,732267627
2020-11-12T20:23:55Z,2020-11-12T20:24:10Z,after,732267627
2020-11-12T20:21:11Z,2020-11-12T20:21:11Z,after,732267627
2020-11-12T20:20:37Z,2020-11-12T20:20:37Z,after,732267627
2020-11-12T20:14:11Z,2020-11-12T20:14:11Z,after,732267627
2020-11-12T20:09:54Z,2020-11-12T20:09:54Z,after,732267627
2020-11-12T20:08:05Z,2020-11-12T20:08:05Z,after,732267627
2020-11-12T20:04:46Z,2020-11-12T20:05:08Z,after,732267627
2020-11-12T19:57:53Z,2020-11-12T19:57:53Z,after,732267627
2020-11-12T19:54:40Z,2020-11-12T19:54:59Z,after,732267627
2020-11-12T19:36:13Z,2020-11-12T19:36:13Z,after,732267627
2020-11-12T19:31:28Z,2020-11-12T19:31:28Z,after,732267627
2020-11-12T19:30:47Z,2020-11-12T19:30:47Z,after,732267627
2020-11-12T17:51:13Z,2020-11-12T17:51:21Z,after,732267627
2020-11-12T17:50:41Z,2020-11-12T17:51:20Z,after,732267627
2020-11-12T17:23:32Z,2020-11-12T17:23:32Z,after,732267627
2020-11-12T16:52:09Z,2020-11-12T16:52:23Z,after,732267627
2020-11-12T16:38:08Z,2020-11-12T16:40:15Z,after,732267627
2020-11-12T16:36:30Z,2020-11-12T16:40:14Z,after,732267627
2020-11-12T16:33:03Z,2020-11-12T16:40:14Z,after,732267627
2020-11-12T15:16:32Z,2020-11-12T16:40:13Z,after,732267627
2020-11-12T15:06:50Z,2020-11-12T16:40:13Z,after,732267627
2020-11-12T15:06:03Z,2020-11-12T16:40:13Z,after,732267627
2020-11-12T13:17:12Z,2020-11-12T16:40:12Z,after,732267627
2020-11-12T01:55:06Z,2020-11-12T01:55:06Z,after,732267627
2020-11-12T01:39:47Z,2020-11-12T01:39:52Z,after,732267627
2020-11-12T01:29:41Z,2020-11-12T01:39:52Z,after,732267627
2020-11-12T01:09:45Z,2020-11-12T01:09:45Z,after,732267627
2020-11-11T23:24:11Z,2020-11-11T23:24:11Z,after,732267627
2020-11-11T21:59:13Z,2020-11-11T21:59:13Z,after,732267627
2020-11-11T21:52:21Z,2020-11-11T21:52:21Z,after,732267627
2020-11-11T21:49:33Z,2020-11-11T21:49:33Z,after,732267627
2020-11-11T21:49:06Z,2020-11-11T21:49:06Z,after,732267627
2020-11-11T21:47:32Z,2020-11-11T21:47:32Z,after,732267627
2020-11-11T21:39:29Z,2020-11-11T21:39:29Z,after,732267627
2020-11-11T21:39:00Z,2020-11-11T21:39:00Z,after,732267627
2020-11-11T21:33:30Z,2020-11-11T21:33:30Z,after,732267627
2020-11-11T21:19:31Z,2020-11-11T21:19:37Z,after,732267627
2020-11-11T18:18:40Z,2020-11-11T20:42:34Z,after,732267627
2020-11-11T18:10:54Z,2020-11-11T20:42:33Z,after,732267627
2020-11-11T18:01:34Z,2020-11-11T20:42:33Z,after,732267627
2020-11-11T17:59:56Z,2020-11-11T20:42:32Z,after,732267627
2020-11-11T17:58:54Z,2020-11-11T20:42:32Z,after,732267627
2020-11-11T17:57:16Z,2020-11-11T20:42:31Z,after,732267627
2020-11-11T16:35:22Z,2020-11-11T20:42:30Z,after,732267627
2020-11-11T20:41:57Z,2020-11-11T20:41:57Z,after,732267627
2020-11-11T17:13:25Z,2020-11-11T17:13:25Z,after,732267627
2020-11-11T17:00:25Z,2020-11-11T17:00:25Z,after,732267627
2020-11-11T16:43:16Z,2020-11-11T16:43:16Z,after,732267627
2020-11-11T16:09:01Z,2020-11-11T16:17:03Z,after,732267627
2020-11-11T15:48:40Z,2020-11-11T15:48:40Z,after,732267627
2020-11-11T13:35:48Z,2020-11-11T13:35:48Z,after,732267627
2020-11-11T13:35:00Z,2020-11-11T13:35:00Z,after,732267627
2020-11-11T13:13:58Z,2020-11-11T13:13:58Z,after,732267627
2020-11-11T01:58:47Z,2020-11-11T06:24:47Z,after,732267627
2020-11-11T04:44:43Z,2020-11-11T04:49:46Z,after,732267627
2020-11-11T01:50:31Z,2020-11-11T01:59:36Z,after,732267627
2020-11-10T23:29:11Z,2020-11-10T23:29:11Z,after,732267627
2020-11-10T21:43:05Z,2020-11-10T21:43:05Z,after,732267627
2020-11-10T21:16:18Z,2020-11-10T21:16:55Z,after,732267627
2020-11-10T21:07:24Z,2020-11-10T21:07:49Z,after,732267627
2020-11-10T21:05:36Z,2020-11-10T21:05:36Z,after,732267627
2020-11-10T20:56:04Z,2020-11-10T20:56:04Z,after,732267627
2020-11-10T20:32:53Z,2020-11-10T20:35:51Z,after,732267627
2020-11-10T18:59:44Z,2020-11-10T19:51:45Z,after,732267627
2020-11-10T19:51:23Z,2020-11-10T19:51:23Z,after,732267627
2020-11-10T19:45:30Z,2020-11-10T19:45:30Z,after,732267627
2020-11-10T19:31:42Z,2020-11-10T19:31:42Z,after,732267627
2020-11-10T19:30:16Z,2020-11-10T19:30:16Z,after,732267627
2020-11-10T19:27:07Z,2020-11-10T19:27:07Z,after,732267627
2020-11-10T19:18:27Z,2020-11-10T19:18:27Z,after,732267627
2020-11-10T18:46:32Z,2020-11-10T18:56:19Z,after,732267627
2020-11-10T18:45:22Z,2020-11-10T18:56:18Z,after,732267627
2020-11-10T13:33:23Z,2020-11-10T18:56:18Z,after,732267627
2020-11-10T18:55:27Z,2020-11-10T18:55:33Z,after,732267627
2020-11-10T16:41:42Z,2020-11-10T16:41:42Z,after,732267627
2020-11-10T16:36:44Z,2020-11-10T16:36:44Z,after,732267627
2020-11-10T16:36:09Z,2020-11-10T16:36:09Z,after,732267627
2020-06-23T19:00:22Z,2020-11-10T16:15:27Z,after,732267627
2020-11-10T14:56:33Z,2020-11-10T14:56:33Z,after,732267627
2020-11-10T14:56:17Z,2020-11-10T14:56:17Z,after,732267627
2020-11-10T14:54:39Z,2020-11-10T14:54:39Z,after,732267627
2020-11-10T14:53:55Z,2020-11-10T14:53:55Z,after,732267627
2020-11-10T03:19:53Z,2020-11-10T03:19:53Z,after,732267627
2020-11-09T17:57:05Z,2020-11-09T17:57:05Z,after,732267627
2020-11-09T17:20:23Z,2020-11-09T17:20:31Z,after,732267627
2020-11-09T17:05:24Z,2020-11-09T17:05:24Z,after,732267627
2020-11-09T16:22:08Z,2020-11-09T16:26:51Z,after,732267627
2020-11-09T16:24:35Z,2020-11-09T16:26:40Z,after,732267627
2020-11-09T16:22:41Z,2020-11-09T16:26:40Z,after,732267627
2020-11-09T15:20:53Z,2020-11-09T16:26:35Z,after,732267627
2020-11-09T15:17:53Z,2020-11-09T16:26:34Z,after,732267627
2020-11-09T15:14:17Z,2020-11-09T16:26:34Z,after,732267627
2020-11-09T15:12:24Z,2020-11-09T16:24:52Z,after,732267627
2020-11-09T14:55:00Z,2020-11-09T14:55:40Z,after,732267627
2020-11-09T13:49:26Z,2020-11-09T13:49:26Z,after,732267627
2020-11-09T13:43:40Z,2020-11-09T13:43:40Z,after,732267627
2020-11-09T13:16:43Z,2020-11-09T13:23:25Z,after,732267627
2020-11-09T11:08:47Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T11:02:57Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T10:44:20Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T10:41:56Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T10:31:24Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T10:03:40Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T09:57:37Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T09:51:15Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T09:42:55Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T09:32:45Z,2020-11-09T13:21:17Z,after,732267627
2020-11-06T19:35:46Z,2020-11-09T13:21:17Z,after,732267627
2020-11-09T13:19:14Z,2020-11-09T13:19:14Z,after,732267627
2020-11-08T15:27:43Z,2020-11-08T15:42:07Z,after,732267627
2020-11-08T14:55:03Z,2020-11-08T14:55:03Z,after,732267627
2020-11-08T12:47:16Z,2020-11-08T13:16:51Z,after,732267627
2020-11-08T02:54:26Z,2020-11-08T02:58:48Z,after,732267627
2020-11-07T19:24:26Z,2020-11-08T02:52:13Z,after,732267627
2020-11-08T01:42:36Z,2020-11-08T01:42:36Z,after,732267627
2020-11-07T19:13:33Z,2020-11-07T19:13:33Z,after,732267627
2020-11-07T18:28:43Z,2020-11-07T18:28:43Z,after,732267627
2020-11-07T18:04:00Z,2020-11-07T18:05:58Z,after,732267627
2020-11-07T17:52:41Z,2020-11-07T18:05:58Z,after,732267627
2020-11-07T05:14:02Z,2020-11-07T18:05:58Z,after,732267627
2020-11-06T21:23:50Z,2020-11-06T21:23:50Z,after,732267627
2020-11-06T20:54:21Z,2020-11-06T21:17:07Z,after,732267627
2020-11-06T20:51:03Z,2020-11-06T20:51:03Z,after,732267627
2020-11-06T19:44:25Z,2020-11-06T19:44:25Z,after,732267627
2020-11-06T19:31:05Z,2020-11-06T19:32:22Z,after,732267627
2020-11-06T19:30:04Z,2020-11-06T19:32:21Z,after,732267627
2020-11-06T19:29:10Z,2020-11-06T19:32:21Z,after,732267627
2020-11-06T18:50:30Z,2020-11-06T19:32:20Z,after,732267627
2020-11-06T18:24:18Z,2020-11-06T19:32:20Z,after,732267627
2020-11-06T18:24:03Z,2020-11-06T19:32:19Z,after,732267627
2020-11-06T18:12:22Z,2020-11-06T19:32:19Z,after,732267627
2020-11-06T19:19:00Z,2020-11-06T19:19:00Z,after,732267627
2020-11-06T19:16:03Z,2020-11-06T19:16:03Z,after,732267627
2020-11-06T17:58:08Z,2020-11-06T17:58:08Z,after,732267627
2020-11-06T17:52:23Z,2020-11-06T17:52:30Z,after,732267627
2020-11-06T17:39:18Z,2020-11-06T17:52:30Z,after,732267627
2020-11-06T17:39:48Z,2020-11-06T17:40:22Z,after,732267627
2020-11-06T17:39:29Z,2020-11-06T17:40:22Z,after,732267627
2020-11-06T17:34:47Z,2020-11-06T17:34:47Z,after,732267627
2020-11-06T17:28:40Z,2020-11-06T17:28:40Z,after,732267627
2020-11-06T17:01:13Z,2020-11-06T17:01:26Z,after,732267627
2020-11-06T16:56:48Z,2020-11-06T16:56:48Z,after,732267627
2020-11-06T16:32:59Z,2020-11-06T16:33:06Z,after,732267627
2020-11-06T16:01:28Z,2020-11-06T16:33:06Z,after,732267627
2020-11-06T16:01:13Z,2020-11-06T16:33:06Z,after,732267627
2020-11-06T16:00:17Z,2020-11-06T16:04:09Z,after,732267627
2020-11-06T14:38:12Z,2020-11-06T14:38:12Z,after,732267627
2020-11-06T12:52:11Z,2020-11-06T12:52:11Z,after,732267627
2020-11-06T12:51:20Z,2020-11-06T12:51:20Z,after,732267627
2020-11-06T04:19:42Z,2020-11-06T04:19:42Z,after,732267627
2020-11-06T02:44:38Z,2020-11-06T02:44:38Z,after,732267627
2020-11-06T02:32:10Z,2020-11-06T02:32:10Z,after,732267627
2020-11-06T02:20:03Z,2020-11-06T02:20:03Z,after,732267627
2020-11-06T02:15:17Z,2020-11-06T02:15:17Z,after,732267627
2020-11-06T01:54:03Z,2020-11-06T01:54:03Z,after,732267627
2020-11-06T01:35:30Z,2020-11-06T01:35:30Z,after,732267627
2020-11-06T01:31:39Z,2020-11-06T01:31:39Z,after,732267627
2020-11-06T01:30:06Z,2020-11-06T01:30:06Z,after,732267627
2020-11-06T01:27:32Z,2020-11-06T01:27:40Z,after,732267627
2020-11-06T01:04:31Z,2020-11-06T01:27:40Z,after,732267627
2020-11-06T01:00:17Z,2020-11-06T01:00:17Z,after,732267627
2020-11-06T00:54:04Z,2020-11-06T00:54:04Z,after,732267627
2020-11-06T00:41:21Z,2020-11-06T00:41:21Z,after,732267627
2020-11-06T00:38:53Z,2020-11-06T00:38:59Z,after,732267627
2020-11-05T23:49:03Z,2020-11-05T23:49:03Z,after,732267627
2020-11-05T20:45:57Z,2020-11-05T20:45:57Z,after,732267627
2020-11-05T20:37:22Z,2020-11-05T20:37:22Z,after,732267627
2020-11-05T20:31:16Z,2020-11-05T20:31:16Z,after,732267627
2020-11-05T20:19:59Z,2020-11-05T20:20:19Z,after,732267627
2020-11-05T19:33:37Z,2020-11-05T19:33:45Z,after,732267627
2020-11-05T19:33:01Z,2020-11-05T19:33:45Z,after,732267627
2020-11-05T18:44:40Z,2020-11-05T19:33:45Z,after,732267627
2020-11-05T18:06:47Z,2020-11-05T19:33:45Z,after,732267627
2020-11-05T17:08:23Z,2020-11-05T17:08:23Z,after,732267627
2020-11-05T16:41:38Z,2020-11-05T17:06:20Z,after,732267627
2020-11-05T16:35:10Z,2020-11-05T16:35:10Z,after,732267627
2020-11-05T15:05:31Z,2020-11-05T15:47:04Z,after,732267627
2020-11-05T14:57:44Z,2020-11-05T15:47:04Z,after,732267627
2020-11-04T20:07:08Z,2020-11-05T15:47:03Z,after,732267627
2020-11-04T20:04:27Z,2020-11-05T15:47:03Z,after,732267627
2020-11-03T18:19:37Z,2020-11-05T15:47:02Z,after,732267627
2020-11-03T18:18:03Z,2020-11-05T15:47:02Z,after,732267627
2020-11-03T17:52:01Z,2020-11-05T15:47:01Z,after,732267627
2020-11-03T17:39:41Z,2020-11-05T15:47:01Z,after,732267627
2020-11-03T17:22:18Z,2020-11-05T15:47:00Z,after,732267627
2020-11-05T14:34:53Z,2020-11-05T14:34:53Z,after,732267627
2020-11-05T14:34:39Z,2020-11-05T14:34:39Z,after,732267627
2020-11-05T14:21:38Z,2020-11-05T14:21:38Z,after,732267627
2020-11-04T22:55:51Z,2020-11-04T22:58:53Z,after,732267627
2020-11-04T22:39:58Z,2020-11-04T22:58:52Z,after,732267627
2020-11-04T22:12:52Z,2020-11-04T22:12:52Z,after,732267627
2020-11-04T22:12:29Z,2020-11-04T22:12:29Z,after,732267627
